,Brand,Year,Model,Car/Suv,UsedOrNew,Transmission,DriveType,FuelType,Kilometres,BodyType,Doors,Seats,Price,extra_word,engine_capacity,engine_power,fuel_consumption_rate,colour_exterior,colour_interior,location_province,location_state
1498,7,2005,129,0,1,0,4,0,251488.0,0,4.0,7.0,21990.0,147,4.0,3.0,10.9,5,3,127,4
1499,11,2015,303,0,1,1,1,1,165417.0,0,4.0,5.0,8999.0,786,3.0,1.0,5.7,1,7,26,0
1500,6,2015,6,0,1,0,0,0,187402.0,0,4.0,5.0,79800.0,787,8.0,4.4,8.7,1,3,23,0
1501,19,2018,304,4,1,0,0,1,35615.0,4,4.0,5.0,104800.0,788,6.0,2.9,8.9,4,7,109,0
1502,13,2016,98,1,1,0,1,2,81162.0,1,3.0,4.0,24990.0,592,4.0,1.6,7.1,1,3,65,0
1503,9,2017,123,1,1,0,1,1,79037.0,1,5.0,5.0,17990.0,789,4.0,1.2,4.8,5,0,129,4
1504,20,2017,102,6,1,0,1,2,84741.0,6,4.0,5.0,21990.0,16,4.0,2.0,7.3,5,4,16,0
1505,9,2022,49,0,1,0,0,1,11845.0,0,4.0,5.0,44380.0,790,4.0,2.0,7.7,5,0,6,0
1506,7,2010,63,4,1,0,2,2,77835.0,4,4.0,5.0,27900.0,73,4.0,2.2,7.6,1,0,20,0
1507,5,2019,27,1,1,0,1,3,92445.0,1,5.0,5.0,34888.0,243,4.0,1.8,4.2,3,3,132,4
1508,7,2017,94,5,1,1,2,0,144182.0,5,4.0,5.0,20995.0,791,4.0,2.2,7.6,0,3,21,0
1509,5,2013,10,3,1,0,2,2,138332.0,3,4.0,5.0,27500.0,347,4.0,2.2,7.6,1,4,9,0
1510,5,2022,75,0,1,0,0,3,10702.0,0,5.0,5.0,69999.0,792,4.0,2.5,4.8,2,0,52,0
1511,12,2021,17,0,1,0,0,2,19071.0,0,4.0,5.0,43999.0,793,4.0,2.5,7.3,6,0,127,4
1512,16,2021,40,6,1,0,1,2,40224.0,6,4.0,5.0,41863.0,794,4.0,2.5,7.6,3,3,31,0
1513,13,2015,42,0,1,0,0,0,186600.0,0,4.0,7.0,21995.0,49,4.0,2.2,7.3,5,7,23,0
1514,19,2022,117,6,1,0,1,1,9800.0,6,4.0,5.0,56880.0,795,4.0,2.0,6.1,0,0,106,0
1515,5,2019,112,0,1,0,4,0,102054.0,0,4.0,7.0,59990.0,796,4.0,2.8,8.0,0,3,140,4
1516,1,2023,124,0,2,0,1,6,15.0,0,4.0,5.0,57709.0,797,4.0,0.0,0.0,3,15,6,0
1517,5,2012,95,5,1,0,2,2,207212.0,5,2.0,4.0,24990.0,533,6.0,4.0,11.8,0,4,16,0
1518,13,2020,135,3,1,0,2,0,259294.0,3,4.0,3.0,25500.0,236,4.0,2.5,8.8,0,3,2,0
1519,19,2018,150,0,1,0,0,0,70572.0,0,4.0,5.0,45880.0,798,4.0,2.0,5.5,5,0,106,0
1520,19,2016,113,6,1,0,1,1,101005.0,6,4.0,5.0,21990.0,799,4.0,1.4,4.7,5,0,81,0
1521,3,2023,34,1,1,0,0,1,2441.0,1,5.0,5.0,69990.0,272,4.0,2.0,6.8,5,0,52,0
1522,16,2012,35,4,1,0,1,2,201608.0,4,4.0,5.0,14800.0,800,4.0,2.2,7.6,1,3,23,0
1523,9,2017,11,1,1,0,1,1,99842.0,1,4.0,5.0,19990.0,801,4.0,2.2,7.6,0,0,1,0
1524,18,2015,83,4,1,0,3,0,166178.0,4,4.0,5.0,12990.0,802,4.0,2.2,7.6,0,0,12,0
1525,4,2023,131,1,2,1,1,4,86009.0,1,5.0,5.0,71490.0,803,4.0,1.8,8.3,7,3,84,0
1526,7,2019,26,0,1,0,4,2,53221.0,0,4.0,5.0,34750.0,804,4.0,2.5,8.3,4,3,127,4
1527,3,2015,162,6,1,0,2,1,77728.0,6,4.0,5.0,37990.0,357,4.0,2.0,6.0,2,0,0,0
1528,7,2014,94,5,1,1,4,0,175237.0,5,4.0,5.0,18950.0,147,4.0,2.5,9.8,5,3,36,0
1529,13,2014,53,4,1,0,2,0,150302.0,4,4.0,8.0,21995.0,61,4.0,2.5,9.0,0,0,23,0
1530,5,2013,95,5,1,1,2,2,143000.0,5,2.0,3.0,16900.0,226,4.0,2.7,11.0,0,51,4,0
1531,18,2018,146,4,1,0,0,1,25567.0,4,4.0,5.0,33990.0,805,6.0,3.6,9.1,4,10,89,0
1532,19,2019,113,6,1,0,0,1,47312.0,6,4.0,5.0,45880.0,806,4.0,2.0,6.1,1,7,65,0
1533,9,2016,16,5,1,0,4,0,83285.0,5,4.0,5.0,37990.0,807,4.0,2.0,8.3,2,0,134,4
1534,11,2015,82,5,1,1,4,0,239156.0,5,4.0,5.0,23750.0,767,5.0,3.2,8.3,0,4,16,0
1535,19,2016,113,6,1,0,1,1,45861.0,6,4.0,5.0,27000.0,315,4.0,1.8,5.6,1,3,27,0
1536,34,2022,194,3,1,0,2,0,5153.0,3,4.0,2.0,30990.0,808,4.0,2.0,8.2,0,3,108,0
1537,3,2020,305,0,1,0,0,3,28870.0,0,4.0,5.0,122900.0,809,6.0,3.0,9.1,1,0,135,4
1538,9,2022,49,0,0,0,0,1,1505.0,0,4.0,5.0,84990.0,810,4.0,2.0,8.8,0,52,113,0
1539,1,2022,1,1,2,0,1,1,15.0,1,5.0,5.0,19490.0,325,4.0,1.5,6.7,5,19,6,0
1540,2,2020,306,6,1,0,0,1,37130.0,6,4.0,5.0,78995.0,811,6.0,3.0,7.7,1,3,136,4
1541,7,2017,22,0,1,0,1,2,109736.0,0,4.0,5.0,23995.0,223,4.0,2.0,6.9,1,0,141,0
1542,19,2022,203,0,1,0,0,1,10280.0,0,4.0,7.0,168888.0,812,8.0,4.0,12.1,1,0,44,0
1543,5,2015,27,4,1,0,3,2,104540.0,4,4.0,5.0,24999.0,813,4.0,2.2,7.6,0,0,89,0
1544,18,2017,138,1,1,0,1,1,43863.0,1,5.0,5.0,21888.0,656,4.0,1.4,5.8,0,3,127,4
1545,1,2022,1,1,2,0,1,1,15.0,1,5.0,5.0,19490.0,814,4.0,1.5,6.7,5,19,6,0
1546,13,2018,247,6,1,0,1,2,86028.0,6,4.0,5.0,21950.0,23,4.0,2.4,8.3,0,3,17,0
1547,16,2018,59,5,1,0,4,0,36941.0,5,4.0,5.0,48990.0,815,5.0,3.2,10.0,0,3,35,0
1548,13,2018,39,1,1,0,1,2,12804.0,1,4.0,5.0,25990.0,23,4.0,2.0,7.4,4,0,92,0
1549,41,2019,243,3,1,0,4,2,46200.0,3,4.0,5.0,79990.0,531,8.0,5.7,12.2,2,4,142,0
1550,16,2005,307,4,1,0,1,2,174025.0,4,4.0,7.0,6950.0,816,6.0,3.0,13.0,2,3,37,0
1551,23,2010,93,1,1,0,1,2,121530.0,1,5.0,5.0,12990.0,817,4.0,1.5,6.7,0,0,134,4
1552,18,2012,160,1,1,0,1,2,179000.0,1,5.0,5.0,7995.0,818,4.0,1.6,7.3,1,3,22,0
1553,5,2018,41,0,1,0,0,2,59872.0,0,4.0,7.0,49790.0,819,6.0,3.5,9.5,1,0,1,0
1554,13,2017,135,3,1,0,2,0,207745.0,3,4.0,3.0,21999.0,276,4.0,2.5,8.8,0,3,9,0
1555,5,2008,75,0,1,0,4,2,274436.0,0,4.0,5.0,14995.0,128,4.0,2.4,9.6,3,4,23,0
1556,5,2021,27,1,1,0,1,3,8580.0,1,5.0,5.0,39990.0,380,4.0,1.8,4.2,0,0,4,0
1557,10,2016,32,5,1,0,4,0,241000.0,5,4.0,5.0,24990.0,295,4.0,2.4,7.6,0,0,6,0
1558,14,2012,29,0,1,0,0,1,140521.0,0,4.0,5.0,18900.0,100,6.0,3.6,11.0,2,0,128,4
1559,18,2013,83,0,1,0,0,2,152143.0,0,4.0,7.0,12950.0,249,6.0,3.0,10.1,0,3,36,0
1560,11,2018,82,5,1,0,2,0,152807.0,5,4.0,5.0,34950.0,494,5.0,3.2,8.2,3,3,22,0
1561,19,2009,150,0,1,0,0,0,163535.0,0,4.0,5.0,14950.0,183,6.0,3.0,7.5,5,0,55,0
1562,5,2016,10,3,1,1,2,0,208001.0,3,4.0,2.0,24995.0,11,4.0,3.0,8.0,0,4,9,0
1563,27,2016,179,0,1,0,0,4,84076.0,0,4.0,5.0,49989.0,820,6.0,3.5,9.6,0,0,56,0
1564,3,2008,104,6,1,0,2,1,158457.0,6,4.0,5.0,8999.0,821,4.0,1.8,8.2,5,3,10,0
1565,5,2017,95,5,1,0,4,0,61227.0,5,4.0,5.0,46888.0,126,4.0,2.8,8.5,0,3,104,0
1566,5,2010,208,3,1,0,2,0,147317.0,3,4.0,3.0,25999.0,11,4.0,3.0,8.0,5,4,9,0
1567,3,2009,104,6,1,0,2,1,138891.0,6,4.0,5.0,11888.0,210,4.0,1.8,8.2,5,0,52,0
1568,11,2022,82,5,1,0,4,0,7051.0,5,4.0,5.0,56800.0,822,4.0,2.0,7.6,4,3,127,4
1569,5,2011,27,6,1,0,1,2,123372.0,6,4.0,5.0,11950.0,41,4.0,1.8,7.4,0,3,34,0
1570,11,2016,82,5,1,0,2,0,276343.0,5,4.0,5.0,26990.0,383,4.0,2.2,7.5,0,3,27,0
1571,18,2014,146,6,1,0,2,2,84929.0,6,4.0,5.0,24990.0,823,6.0,3.6,9.5,1,0,31,0
1572,23,2017,155,0,1,0,1,2,139961.0,0,4.0,5.0,22990.0,547,4.0,1.4,5.9,2,3,27,0
1573,5,2015,208,3,1,0,2,0,169481.0,3,4.0,2.0,29999.0,11,4.0,3.0,8.0,5,4,9,0
1574,2,2006,173,6,1,0,2,2,140427.0,6,4.0,5.0,7999.0,824,4.0,2.0,11.0,5,3,10,0
1575,16,2019,35,4,1,0,3,2,52125.0,4,4.0,5.0,36990.0,825,4.0,2.2,7.6,0,3,127,4
1576,13,2018,39,1,1,0,1,2,64160.0,1,4.0,5.0,22990.0,23,4.0,2.0,7.4,2,0,1,0
1577,19,2019,113,9,1,0,1,1,46595.0,9,4.0,5.0,41880.0,826,4.0,2.0,6.1,2,0,52,0
1578,11,2021,257,0,1,0,4,3,20322.0,0,4.0,5.0,49900.0,827,5.0,3.2,7.0,0,3,27,0
1579,26,2017,105,5,1,0,2,0,186951.0,5,2.0,2.0,23999.0,760,4.0,3.0,7.5,0,3,22,0
1580,11,2022,82,5,1,0,4,0,14646.0,5,4.0,5.0,78999.0,828,4.0,2.0,7.6,0,16,33,0
1581,5,2015,41,0,1,0,1,2,108635.0,0,4.0,7.0,34995.0,190,6.0,3.5,10.2,9,0,23,0
1582,12,2020,71,0,1,0,0,2,67008.0,0,4.0,5.0,39990.0,307,4.0,2.5,7.4,6,10,40,0
1583,10,2016,32,5,1,0,2,0,227276.0,5,4.0,5.0,17980.0,189,4.0,2.4,7.5,0,0,126,4
1584,19,2022,87,0,1,0,1,1,20.0,0,4.0,5.0,61990.0,187,4.0,1.4,7.2,1,0,52,0
1585,9,2013,78,4,1,0,1,0,97851.0,4,5.0,7.0,26880.0,829,4.0,2.0,6.3,0,4,66,0
1586,18,2017,83,0,1,0,0,0,77000.0,0,4.0,7.0,22888.0,364,4.0,2.2,8.1,2,0,36,0
1587,5,2017,308,4,1,0,1,1,60862.0,4,4.0,5.0,39888.0,269,4.0,2.2,7.6,0,3,6,0
1588,13,2017,39,1,1,0,1,2,68658.0,1,4.0,5.0,22995.0,23,4.0,2.0,7.4,2,3,141,0
1589,11,2020,82,5,1,0,4,0,109818.0,5,4.0,5.0,41950.0,195,5.0,3.2,8.7,0,0,126,4
1590,20,2016,144,4,1,0,1,0,81285.0,4,4.0,8.0,35900.0,263,4.0,2.2,7.7,5,53,22,0
1591,11,2014,25,1,1,1,1,2,93506.0,1,5.0,5.0,10990.0,29,4.0,2.0,7.2,0,4,45,0
1592,16,2008,40,1,1,0,1,1,160558.0,1,5.0,5.0,12980.0,99,4.0,2.5,8.9,1,0,23,0
1593,20,2016,102,1,1,0,1,2,156150.0,1,4.0,5.0,16990.0,16,4.0,2.2,7.6,0,3,23,0
1594,16,2016,35,0,1,0,1,2,53099.0,0,4.0,5.0,28990.0,580,4.0,2.0,6.4,2,4,4,0
1595,18,2017,138,1,1,0,1,1,27324.0,1,5.0,5.0,19990.0,241,4.0,1.6,6.3,2,0,4,0
1596,16,2011,81,0,1,0,1,2,260670.0,0,4.0,7.0,12880.0,694,6.0,3.7,11.0,5,3,66,0
1597,13,2018,39,1,1,1,1,1,39008.0,1,5.0,5.0,38995.0,830,4.0,2.0,8.0,3,3,23,0
1598,3,2018,244,6,1,0,2,1,9644.0,6,4.0,4.0,54990.0,541,4.0,2.0,7.0,5,3,108,0
1599,18,2019,139,5,1,0,4,0,115623.0,5,2.0,2.0,34975.0,831,4.0,2.8,8.6,0,3,130,4
1600,40,2022,309,0,2,0,4,2,20.0,0,4.0,5.0,46490.0,832,4.0,2.0,8.4,0,0,33,0
1601,23,2008,93,1,1,0,1,2,158012.0,1,5.0,5.0,9990.0,833,4.0,1.5,6.7,1,0,9,0
1602,6,2019,6,0,1,0,0,0,52675.0,0,4.0,5.0,62888.0,834,4.0,2.0,5.7,2,0,59,0
1603,16,2018,81,0,1,0,0,2,98374.0,0,4.0,7.0,39950.0,835,4.0,2.5,8.8,2,54,60,0
1604,1,2022,145,0,1,0,1,2,10677.0,0,5.0,5.0,27888.0,169,4.0,1.5,6.9,5,3,6,0
1605,5,2023,27,1,1,0,1,5,63.0,1,4.0,5.0,42888.0,380,4.0,2.2,7.6,0,3,109,0
1606,20,2020,47,1,1,0,1,2,44528.0,1,5.0,5.0,21990.0,124,4.0,1.4,6.2,0,3,73,0
1607,18,2012,83,0,1,0,0,0,167135.0,0,4.0,7.0,13990.0,249,4.0,2.2,8.1,5,7,16,0
1608,10,2020,50,0,1,0,1,2,59931.0,0,4.0,5.0,25290.0,222,4.0,2.0,7.6,4,41,124,4
1609,22,2018,289,0,1,0,1,0,86490.0,0,4.0,5.0,29990.0,8,4.0,2.0,4.8,1,3,108,0
1610,5,2014,226,4,1,0,3,2,101736.0,4,4.0,5.0,32999.0,9,4.0,2.2,7.6,5,0,89,0
1611,10,2013,45,6,1,0,1,2,176119.0,6,4.0,5.0,10999.0,7,4.0,2.0,7.2,0,0,1,0
1612,5,2014,10,3,1,0,2,2,232542.0,3,4.0,3.0,22995.0,11,4.0,2.7,11.6,0,4,9,0
1613,19,2011,67,0,1,0,0,0,157000.0,0,4.0,7.0,26995.0,183,6.0,3.0,7.8,5,0,23,0
1614,18,2010,74,6,1,0,1,2,183001.0,6,4.0,5.0,8995.0,586,4.0,1.8,7.5,3,3,23,0
1615,11,2010,21,4,1,0,3,2,197512.0,4,4.0,5.0,10999.0,836,4.0,2.2,7.6,0,3,73,0
1616,20,2017,90,0,1,0,0,0,83220.0,0,4.0,5.0,29480.0,123,4.0,2.0,6.8,1,4,65,0
1617,13,2018,39,1,1,0,1,2,82117.0,1,4.0,5.0,18950.0,23,4.0,2.0,7.4,0,0,126,4
1618,2,2011,40,8,1,0,2,2,76891.0,8,4.0,5.0,48990.0,837,4.0,2.2,7.6,2,3,22,0
1619,13,2018,254,4,1,0,1,2,89881.0,4,4.0,5.0,19995.0,838,4.0,2.0,7.5,0,0,141,0
1620,9,2018,49,0,1,0,1,1,49152.0,0,4.0,7.0,31990.0,839,4.0,2.0,7.5,1,0,39,0
1621,3,2016,222,6,1,0,0,1,104154.0,6,4.0,5.0,33990.0,467,4.0,2.0,6.7,1,10,89,0
1622,7,2017,170,0,1,0,1,1,133796.0,0,4.0,7.0,24990.0,399,6.0,3.5,9.9,2,3,31,0
1623,5,2018,27,6,1,0,1,2,56092.0,6,4.0,5.0,29888.0,230,4.0,1.8,6.6,5,0,1,0
1624,7,2008,170,0,1,0,4,2,247880.0,0,4.0,7.0,10950.0,422,6.0,4.0,13.5,2,3,36,0
1625,4,2013,193,0,1,0,0,1,126552.0,0,4.0,5.0,12999.0,840,4.0,2.5,9.5,2,7,26,0
1626,20,2019,111,6,1,0,2,2,71236.0,6,4.0,5.0,49990.0,480,6.0,3.3,10.2,4,3,49,0
1627,9,2014,16,5,1,0,4,0,175479.0,5,4.0,5.0,26950.0,841,4.0,2.0,8.3,10,3,36,0
1628,25,2015,166,0,1,0,0,1,80208.0,0,4.0,5.0,54888.0,124,6.0,3.0,8.7,1,0,44,0
1629,19,2006,67,0,1,0,0,1,221294.0,0,4.0,5.0,18995.0,389,8.0,4.2,13.6,3,3,23,0
1630,25,2022,310,6,1,2,0,6,9510.0,6,4.0,4.0,339900.0,842,4.0,0.0,0.0,0,55,135,4
1631,16,2019,72,0,1,0,1,2,38179.0,0,4.0,5.0,35990.0,843,4.0,2.0,6.3,0,3,143,0
1632,3,2014,311,0,1,0,0,1,130352.0,0,4.0,5.0,53880.0,844,8.0,5.5,11.8,5,7,23,0
1633,5,2003,19,6,1,0,1,2,172019.0,6,4.0,5.0,5950.0,22,6.0,3.0,10.5,5,3,34,0
1634,23,2018,155,0,1,0,1,2,75785.0,0,4.0,5.0,26990.0,547,4.0,1.4,5.9,2,3,108,0
1635,20,2019,102,1,1,0,1,2,49242.0,1,5.0,5.0,23990.0,845,4.0,2.0,7.4,4,3,108,0
1636,1,2021,299,0,1,0,0,2,21513.0,0,4.0,5.0,32888.0,846,4.0,2.0,9.5,0,0,8,0
1637,6,2016,6,0,1,0,0,0,74733.0,0,5.0,5.0,41990.0,6,4.0,2.0,5.1,3,3,27,0
1638,20,2020,102,6,1,0,1,2,51816.0,6,4.0,5.0,23900.0,124,4.0,2.0,7.4,3,4,65,0
1639,18,2013,83,0,1,0,0,0,155684.0,0,4.0,7.0,12990.0,847,4.0,2.2,8.1,0,56,16,0
1640,10,2023,13,0,1,0,1,2,3015.0,0,4.0,7.0,46999.0,848,4.0,2.5,7.7,2,3,129,4
1641,13,2019,39,1,1,0,1,2,59571.0,1,4.0,5.0,22990.0,23,4.0,2.0,7.4,3,3,108,0
1642,7,2014,7,6,1,0,1,2,163073.0,6,4.0,5.0,10950.0,368,4.0,1.8,6.7,2,3,27,0
1643,18,2016,160,1,1,0,1,1,78932.0,1,5.0,5.0,11788.0,241,4.0,1.4,6.5,0,3,33,0
1644,2,2016,169,0,1,0,0,0,180013.0,0,4.0,5.0,34990.0,597,4.0,2.0,6.0,2,0,3,0
1645,16,2017,35,0,1,0,0,2,180454.0,0,4.0,5.0,23490.0,423,4.0,2.5,7.5,1,10,59,0
1646,16,2016,40,6,1,0,1,0,96331.0,6,4.0,5.0,21999.0,8,4.0,2.2,5.4,3,3,10,0
1647,20,2015,102,1,1,0,1,2,108105.0,1,5.0,5.0,16990.0,124,4.0,1.8,7.1,2,4,16,0
1648,2,2016,173,6,1,0,2,1,134221.0,6,4.0,5.0,24990.0,849,4.0,2.0,5.8,2,3,0,0
1649,20,2016,144,4,1,0,1,0,67705.0,4,4.0,8.0,44990.0,482,4.0,2.2,7.7,0,4,92,0
1650,13,2017,88,1,1,0,1,2,83358.0,1,5.0,5.0,17990.0,16,4.0,1.6,6.6,4,3,140,4
1651,5,2013,28,1,1,0,1,2,187361.0,1,5.0,5.0,13990.0,62,4.0,1.3,6.3,5,0,12,0
1652,26,2016,105,5,1,0,2,0,74850.0,5,4.0,5.0,32990.0,760,4.0,3.0,8.0,0,4,144,0
1653,20,2020,102,6,1,0,1,2,50585.0,6,4.0,5.0,24990.0,845,4.0,2.0,7.4,3,0,92,0
1654,7,2016,94,5,1,0,4,0,70056.0,5,4.0,5.0,45990.0,255,4.0,2.3,7.0,0,4,2,0
1655,24,2015,77,0,1,0,1,1,135077.0,0,4.0,5.0,15995.0,696,6.0,3.6,10.4,1,3,23,0
1656,13,2019,167,0,1,0,1,2,53749.0,0,4.0,5.0,26990.0,850,4.0,2.0,7.2,4,0,92,0
1657,16,2016,59,5,1,0,3,4,157330.0,5,4.0,5.0,33990.0,717,4.0,2.2,7.6,0,3,6,0
1658,13,2012,42,0,1,0,0,0,192121.0,0,4.0,7.0,22880.0,49,4.0,2.2,7.3,4,7,23,0
1659,19,2022,150,0,1,0,0,3,4595.0,0,4.0,5.0,77880.0,851,4.0,2.0,5.4,2,0,106,0
1660,16,2004,84,1,1,0,1,2,176693.0,1,5.0,4.0,8995.0,69,4.0,1.5,7.6,5,3,23,0
1661,18,2007,312,3,1,1,1,2,75000.0,3,2.0,2.0,11990.0,852,4.0,1.4,6.3,0,4,145,4
1662,19,2021,313,1,1,0,0,1,15156.0,1,5.0,5.0,139900.0,853,6.0,2.9,9.4,1,3,39,0
1663,5,2015,10,3,1,0,2,0,169784.0,3,4.0,2.0,24800.0,11,4.0,3.0,8.0,0,3,19,0
1664,39,2015,225,1,1,0,1,1,98446.0,1,5.0,5.0,24995.0,562,4.0,1.7,7.0,0,7,23,0
1665,18,2012,83,0,1,0,0,2,188886.0,0,4.0,7.0,11995.0,847,6.0,3.0,10.1,0,3,23,0
1666,12,2017,274,2,1,1,2,1,96556.0,2,2.0,4.0,31950.0,854,4.0,2.0,7.8,3,3,36,0
1667,20,2017,102,1,1,0,1,2,127234.0,1,5.0,5.0,19990.0,124,4.0,2.0,7.1,5,4,16,0
1668,10,2019,50,0,1,0,1,2,102196.0,0,4.0,5.0,19999.0,222,4.0,2.0,7.6,4,3,10,0
1669,9,2018,123,1,1,0,1,1,74369.0,1,5.0,5.0,28990.0,26,4.0,2.0,6.1,3,3,81,0
1670,5,2015,208,3,1,0,2,0,306421.0,3,4.0,2.0,28999.0,495,4.0,3.0,8.0,0,3,9,0
1671,18,2007,146,6,1,0,2,1,238000.0,6,4.0,5.0,15990.0,269,8.0,6.0,14.6,3,3,23,0
1672,13,2020,167,0,1,0,1,2,59424.0,0,4.0,5.0,28888.0,28,4.0,2.0,7.2,0,0,8,0
1673,23,2020,155,0,1,0,1,2,53540.0,0,4.0,5.0,25995.0,855,4.0,1.6,6.2,1,3,65,0
1674,18,2014,160,1,1,0,1,2,126804.0,1,5.0,5.0,11800.0,586,4.0,1.6,6.6,3,3,23,0
1675,7,2015,170,0,1,0,1,1,164471.0,0,4.0,7.0,18880.0,399,6.0,3.5,9.9,1,0,23,0
1676,26,2016,105,5,1,1,4,0,240001.0,5,4.0,5.0,25950.0,150,4.0,3.0,8.2,7,3,36,0
1677,5,2021,41,0,1,0,0,3,31262.0,0,5.0,7.0,69990.0,856,4.0,2.5,5.6,5,3,145,4
1678,9,2015,49,0,1,1,1,1,209762.0,0,4.0,5.0,7999.0,281,4.0,1.4,6.9,5,6,26,0
1679,40,2022,309,0,2,0,1,2,24.0,0,4.0,5.0,41485.0,857,4.0,2.0,7.5,4,0,33,0
1680,5,2006,10,3,1,0,2,2,318650.0,3,4.0,3.0,13999.0,11,4.0,2.7,11.6,0,3,9,0
1681,13,2018,247,6,1,0,1,2,45454.0,6,4.0,5.0,23995.0,23,4.0,2.4,8.3,5,0,23,0
1682,9,2016,11,1,1,0,1,1,77001.0,1,5.0,5.0,19990.0,858,4.0,1.4,5.4,4,0,23,0
1683,9,2017,11,1,1,1,0,1,133483.0,1,5.0,5.0,29888.0,656,4.0,2.0,7.2,0,0,59,0
1684,11,2020,82,5,1,0,4,0,66204.0,5,4.0,4.0,54990.0,102,5.0,3.2,8.7,4,9,65,0
1685,23,2016,155,0,1,0,1,2,179234.0,0,4.0,5.0,19880.0,547,4.0,1.4,5.9,2,0,23,0
1686,13,2021,39,6,1,0,1,1,9986.0,6,4.0,5.0,49990.0,859,4.0,2.0,8.2,4,3,131,0
1687,7,2018,22,0,1,0,1,2,102534.0,0,4.0,5.0,29990.0,368,4.0,2.0,6.9,11,3,145,4
1688,7,2009,94,5,1,1,4,0,255483.0,5,4.0,5.0,14995.0,255,4.0,2.5,9.8,0,4,23,0
1689,13,2019,24,0,1,0,1,2,90426.0,0,4.0,5.0,25880.0,850,4.0,2.0,7.9,0,3,40,0
1690,18,2016,57,4,1,0,2,1,165238.0,4,4.0,5.0,24990.0,860,6.0,3.6,11.7,0,3,23,0
1691,16,2013,81,0,1,0,1,2,70105.0,0,4.0,7.0,22995.0,861,6.0,3.7,11.0,5,3,23,0
1692,16,2010,81,0,1,0,4,2,202901.0,0,4.0,7.0,14990.0,862,6.0,3.7,11.3,0,3,23,0
1693,3,2021,314,0,1,0,0,1,3620.0,0,4.0,5.0,82880.0,272,4.0,2.0,8.0,3,0,6,0
1694,16,2020,35,0,1,0,0,2,37128.0,0,4.0,5.0,41990.0,149,4.0,2.5,7.4,5,10,31,0
1695,11,2014,82,5,1,1,4,0,239000.0,5,4.0,4.0,21990.0,195,5.0,3.2,8.9,0,0,145,4
1696,11,2002,316,2,1,1,3,4,73500.0,2,4.0,5.0,159990.0,863,4.0,2.2,7.6,7,0,142,0
1697,5,2017,112,0,1,0,4,0,218851.0,0,4.0,7.0,42990.0,796,4.0,2.8,8.0,0,0,4,0
1698,10,2016,13,0,1,0,0,0,67710.0,0,4.0,7.0,28990.0,864,4.0,2.3,5.8,0,4,59,0
1699,5,2018,27,1,1,0,1,3,22405.0,1,5.0,5.0,34990.0,655,4.0,1.8,4.2,0,0,4,0
1700,19,2022,87,0,1,0,1,1,24000.0,0,4.0,5.0,55880.0,187,4.0,1.4,7.2,0,0,106,0
1701,5,2021,28,0,1,0,1,2,22619.0,0,4.0,5.0,39888.0,865,3.0,1.5,5.4,5,3,63,0
1702,7,2008,26,0,1,0,4,2,271312.0,0,4.0,5.0,9990.0,287,4.0,2.5,9.3,1,7,16,0
1703,12,2018,17,0,1,0,0,2,104860.0,0,4.0,5.0,31999.0,82,6.0,3.6,9.9,0,0,25,0
1704,11,2010,21,0,1,0,2,2,177247.0,0,4.0,7.0,11950.0,866,6.0,4.0,12.0,1,3,22,0
1705,14,2012,281,0,1,0,4,2,175000.0,0,2.0,4.0,22990.0,487,6.0,3.6,11.6,0,0,145,4
1706,5,2022,75,0,1,0,1,3,18838.0,0,5.0,5.0,63490.0,867,4.0,2.5,4.7,2,0,4,0
1707,3,2014,162,6,1,0,2,0,132782.0,6,4.0,5.0,33800.0,868,4.0,2.1,4.5,5,3,54,0
1708,9,2010,11,1,1,0,0,2,147577.0,1,4.0,5.0,18800.0,869,4.0,2.2,7.6,4,3,23,0
1709,5,2021,75,0,1,0,1,3,23734.0,0,5.0,5.0,57990.0,870,4.0,2.5,4.7,1,3,131,0
1710,11,2019,197,0,1,0,0,1,30442.0,0,4.0,5.0,35888.0,871,4.0,2.0,8.6,10,4,8,0
1711,12,2016,64,1,1,0,0,2,53138.0,1,5.0,5.0,22890.0,872,4.0,2.0,6.8,0,0,39,0
1712,2,2015,317,2,1,0,2,1,124100.0,2,2.0,4.0,24999.0,452,4.0,2.0,6.4,1,3,10,0
1713,18,2008,57,6,1,1,2,1,210000.0,6,4.0,5.0,25990.0,67,8.0,6.0,14.6,5,0,145,4
1714,3,2020,172,2,1,0,0,1,45763.0,2,2.0,4.0,88999.0,564,6.0,3.0,9.5,2,0,81,0
1715,9,2020,16,5,1,0,4,0,119169.0,5,4.0,5.0,44990.0,873,6.0,3.0,9.0,2,3,27,0
1716,9,2023,11,1,2,0,1,1,15.0,1,4.0,5.0,48787.0,874,4.0,2.2,7.6,2,0,6,0
1717,13,2020,39,1,1,0,1,2,56207.0,1,4.0,5.0,24990.0,23,4.0,2.0,7.4,4,0,92,0
1718,9,2020,11,4,1,0,1,1,87956.0,4,4.0,5.0,32990.0,395,4.0,1.4,5.6,0,0,31,0
1719,12,2017,17,0,1,0,0,1,62373.0,0,4.0,5.0,32880.0,118,4.0,2.5,7.3,2,4,1,0
1720,5,2013,10,3,1,0,2,2,162055.0,3,4.0,5.0,24500.0,79,4.0,2.2,7.6,4,4,9,0
1721,5,2015,95,5,1,0,4,0,196174.0,5,4.0,5.0,36990.0,129,4.0,2.8,8.5,0,3,108,0
